y,fzone,punt,kick,gofor,red,green,blue
1,1,0.0015,0,0.9985,0,0,254
1,2,0.476,0,0.524,121,0,133
1,3,0.9985,0,0.0015,254,0,0
1,4,1,0,0,255,0,0
2,1,0.001,0,0.999,0,0,254
2,2,0.38,0,0.62,96,0,158
2,3,0.999,0,0.001,254,0,0
2,4,1,0,0,255,0,0
3,1,0.0075,0,0.9925,1,0,253
3,2,0.6675,0,0.3325,170,0,84
3,3,0.999,0,0.001,254,0,0
3,4,1,0,0,255,0,0
4,1,0,0,1,0,0,255
4,2,0.1725,0,0.8275,43,0,211
4,3,0.996,0,0.004,253,0,1
4,4,1,0,0,255,0,0
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0.6145,0,0.3855,156,0,98
5,4,0.9975,0,0.0025,254,0,0
6,1,0,0.008,0.992,0,2,252
6,2,0,0.0235,0.9765,0,5,249
6,3,0.0055,0.0785,0.916,1,20,233
6,4,0.6595,0.154,0.1865,168,39,47
7,1,0,0.1095,0.8905,0,27,227
7,2,0,0.9405,0.0595,0,239,15
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0.008,0.992,0,2,252
8,2,0,0.807,0.193,0,205,49
8,3,0,1,0,0,255,0
8,4,0,1,0,0,255,0
9,1,0,0.438,0.562,0,111,143
9,2,0,0.997,0.003,0,254,0
9,3,0,1,0,0,255,0
9,4,0,1,0,0,255,0
10,1,0,0.003,0.997,0,0,254
10,2,0,0.6115,0.3885,0,155,99
10,3,0,0.9885,0.0115,0,252,2
10,4,0,0.9995,0.0005,0,254,0
