y,fzone,punt,kick,gofor,red,green,blue
1,1,0.0325,0,0.9675,8,0,246
1,2,0.7555,0,0.2445,192,0,62
1,3,1,0,0,255,0,0
1,4,1,0,0,255,0,0
2,1,0.017,0,0.983,4,0,250
2,2,0.7445,0,0.2555,189,0,65
2,3,1,0,0,255,0,0
2,4,1,0,0,255,0,0
3,1,0.064,0,0.936,16,0,238
3,2,0.9355,0,0.0645,238,0,16
3,3,1,0,0,255,0,0
3,4,1,0,0,255,0,0
4,1,0.0005,0,0.9995,0,0,254
4,2,0.4575,0,0.5425,116,0,138
4,3,0.9995,0,0.0005,254,0,0
4,4,1,0,0,255,0,0
5,1,0,0,1,0,0,255
5,2,0,0,1,0,0,255
5,3,0.788,0,0.212,200,0,54
5,4,0.9995,0,0.0005,254,0,0
6,1,0,0.0095,0.9905,0,2,252
6,2,0,0.0265,0.9735,0,6,248
6,3,0.0125,0.0885,0.899,3,22,229
6,4,0.711,0.1595,0.1295,181,40,33
7,1,0,0.2145,0.7855,0,54,200
7,2,0,0.974,0.026,0,248,6
7,3,0,1,0,0,255,0
7,4,0,1,0,0,255,0
8,1,0,0.0115,0.9885,0,2,252
8,2,0,0.8315,0.1685,0,212,42
8,3,0,1,0,0,255,0
8,4,0,1,0,0,255,0
9,1,0,0.4225,0.5775,0,107,147
9,2,0,0.998,0.002,0,254,0
9,3,0,1,0,0,255,0
9,4,0,1,0,0,255,0
10,1,0,0.001,0.999,0,0,254
10,2,0,0.513,0.487,0,130,124
10,3,0,0.986,0.014,0,251,3
10,4,0,0.9995,0.0005,0,254,0
