y,fzone,punt,kick,gofor
1,1,0.805,0,0.195
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.689,0,0.311
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.891,0,0.109
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.591,0,0.409
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.051,0,0.949
5,2,0.919,0,0.081
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.067,0.0345,0.8985
6,3,0.939,0.053,0.008
6,4,0.947,0.053,0
7,1,0,0.781,0.219
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.7445,0.2555
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9915,0.0085
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.513,0.487
10,2,0,0.9985,0.0015
10,3,0,1,0
10,4,0,1,0
