y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.222,0,0.778
1,3,0.99,0,0.01
1,4,1,0,0
2,1,0,0,1
2,2,0.192,0,0.808
2,3,0.9965,0,0.0035
2,4,1,0,0
3,1,0.001,0,0.999
3,2,0.3995,0,0.6005
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.0015,0,0.9985
4,3,0.888,0,0.112
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.03,0,0.97
5,4,0.8985,0,0.1015
6,1,0,0.008,0.992
6,2,0,0.0245,0.9755
6,3,0,0.084,0.916
6,4,0.0955,0.2135,0.691
7,1,0,0.0235,0.9765
7,2,0,0.793,0.207
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0405,0.9595
8,3,0,0.99,0.01
8,4,0,1,0
9,1,0,0.01,0.99
9,2,0,0.7985,0.2015
9,3,0,0.998,0.002
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0215,0.9785
10,3,0,0.764,0.236
10,4,0,0.9725,0.0275
