y,fzone,punt,kick,gofor
1,1,0.69,0,0.31
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.547,0,0.453
2,2,0.9995,0,0.0005
2,3,1,0,0
2,4,1,0,0
3,1,0.818,0,0.182
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.4405,0,0.5595
4,2,0.998,0,0.002
4,3,1,0,0
4,4,1,0,0
5,1,0.015,0,0.985
5,2,0.8105,0,0.1895
5,3,1,0,0
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.01,0.034,0.956
6,3,0.903,0.0565,0.0405
6,4,0.9435,0.0565,0
7,1,0,0.7195,0.2805
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.6235,0.3765
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.984,0.016
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.3685,0.6315
10,2,0,0.996,0.004
10,3,0,1,0
10,4,0,1,0
