y,fzone,punt,kick,gofor
1,1,0.868,0,0.132
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.774,0,0.226
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9355,0,0.0645
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.7,0,0.3
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.1015,0,0.8985
5,2,0.967,0,0.033
5,3,1,0,0
5,4,1,0,0
6,1,0,0.013,0.987
6,2,0.138,0.0345,0.8275
6,3,0.9465,0.0515,0.002
6,4,0.9485,0.0515,0
7,1,0,0.824,0.176
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.8255,0.1745
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.996,0.004
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.629,0.371
10,2,0,0.9995,0.0005
10,3,0,1,0
10,4,0,1,0
