y,fzone,punt,kick,gofor
1,1,0.002,0,0.998
1,2,0.4935,0,0.5065
1,3,0.998,0,0.002
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.452,0,0.548
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0085,0,0.9915
3,2,0.731,0,0.269
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.075,0,0.925
4,3,0.991,0,0.009
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.299,0,0.701
5,4,0.9925,0,0.0075
6,1,0,0.009,0.991
6,2,0,0.026,0.974
6,3,0,0.0875,0.9125
6,4,0.343,0.204,0.453
7,1,0,0.107,0.893
7,2,0,0.93,0.07
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0005,0.9995
8,2,0,0.4565,0.5435
8,3,0,0.9995,0.0005
8,4,0,1,0
9,1,0,0.132,0.868
9,2,0,0.9725,0.0275
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.1845,0.8155
10,3,0,0.937,0.063
10,4,0,0.995,0.005
