y,fzone,punt,kick,gofor
1,1,0.5005,0,0.4995
1,2,0.996,0,0.004
1,3,1,0,0
1,4,1,0,0
2,1,0.3715,0,0.6285
2,2,0.995,0,0.005
2,3,1,0,0
2,4,1,0,0
3,1,0.6735,0,0.3265
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.2585,0,0.7415
4,2,0.992,0,0.008
4,3,1,0,0
4,4,1,0,0
5,1,0.003,0,0.997
5,2,0.58,0,0.42
5,3,1,0,0
5,4,1,0,0
6,1,0,0.01,0.99
6,2,0.001,0.0325,0.9665
6,3,0.775,0.0685,0.1565
6,4,0.9305,0.0695,0
7,1,0,0.639,0.361
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.479,0.521
8,2,0,0.999,0.001
8,3,0,1,0
8,4,0,1,0
9,1,0,0.961,0.039
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.2185,0.7815
10,2,0,0.9855,0.0145
10,3,0,1,0
10,4,0,1,0
