y,fzone,punt,kick,gofor
1,1,0.129,0,0.871
1,2,0.932,0,0.068
1,3,1,0,0
1,4,1,0,0
2,1,0.0885,0,0.9115
2,2,0.941,0,0.059
2,3,1,0,0
2,4,1,0,0
3,1,0.2755,0,0.7245
3,2,0.9925,0,0.0075
3,3,1,0,0
3,4,1,0,0
4,1,0.024,0,0.976
4,2,0.872,0,0.128
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.0585,0,0.9415
5,3,0.9885,0,0.0115
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.029,0.971
6,3,0.209,0.0895,0.7015
6,4,0.8765,0.115,0.0085
7,1,0,0.4015,0.5985
7,2,0,0.992,0.008
7,3,0,1,0
7,4,0,1,0
8,1,0,0.1225,0.8775
8,2,0,0.98,0.02
8,3,0,1,0
8,4,0,1,0
9,1,0,0.791,0.209
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.027,0.973
10,2,0,0.8625,0.1375
10,3,0,0.999,0.001
10,4,0,1,0
