y,fzone,punt,kick,gofor
1,1,0.5025,0,0.4975
1,2,0.996,0,0.004
1,3,1,0,0
1,4,1,0,0
2,1,0.3745,0,0.6255
2,2,0.9945,0,0.0055
2,3,1,0,0
2,4,1,0,0
3,1,0.678,0,0.322
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.273,0,0.727
4,2,0.9925,0,0.0075
4,3,1,0,0
4,4,1,0,0
5,1,0.0035,0,0.9965
5,2,0.606,0,0.394
5,3,1,0,0
5,4,1,0,0
6,1,0,0.01,0.99
6,2,0.0015,0.0325,0.966
6,3,0.7875,0.0685,0.144
6,4,0.9305,0.0695,0
7,1,0,0.651,0.349
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.5045,0.4955
8,2,0,0.999,0.001
8,3,0,1,0
8,4,0,1,0
9,1,0,0.963,0.037
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.238,0.762
10,2,0,0.9875,0.0125
10,3,0,1,0
10,4,0,1,0
