y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.463,0,0.537
1,3,0.998,0,0.002
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.4155,0,0.5845
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0065,0,0.9935
3,2,0.7035,0,0.2965
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.0525,0,0.9475
4,3,0.989,0,0.011
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.247,0,0.753
5,4,0.9905,0,0.0095
6,1,0,0.008,0.992
6,2,0,0.0255,0.9745
6,3,0,0.085,0.915
6,4,0.3075,0.2005,0.492
7,1,0,0.068,0.932
7,2,0,0.898,0.102
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.3225,0.6775
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.0795,0.9205
9,2,0,0.9525,0.0475
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.124,0.876
10,3,0,0.9165,0.0835
10,4,0,0.9915,0.0085
