y,fzone,punt,kick,gofor
1,1,0.039,0,0.961
1,2,0.7975,0,0.2025
1,3,1,0,0
1,4,1,0,0
2,1,0.022,0,0.978
2,2,0.781,0,0.219
2,3,1,0,0
2,4,1,0,0
3,1,0.0915,0,0.9085
3,2,0.9525,0,0.0475
3,3,1,0,0
3,4,1,0,0
4,1,0.002,0,0.998
4,2,0.547,0,0.453
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.0005,0,0.9995
5,3,0.869,0,0.131
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.0275,0.9725
6,3,0.0285,0.0895,0.882
6,4,0.764,0.1525,0.0835
7,1,0,0.2555,0.7445
7,2,0,0.98,0.02
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0275,0.9725
8,2,0,0.8955,0.1045
8,3,0,1,0
8,4,0,1,0
9,1,0,0.5235,0.4765
9,2,0,0.999,0.001
9,3,0,1,0
9,4,0,1,0
10,1,0,0.002,0.998
10,2,0,0.6255,0.3745
10,3,0,0.992,0.008
10,4,0,1,0
