y,fzone,punt,kick,gofor
1,1,0.627,0,0.373
1,2,0.999,0,0.001
1,3,1,0,0
1,4,1,0,0
2,1,0.486,0,0.514
2,2,0.998,0,0.002
2,3,1,0,0
2,4,1,0,0
3,1,0.779,0,0.221
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.387,0,0.613
4,2,0.9965,0,0.0035
4,3,1,0,0
4,4,1,0,0
5,1,0.0105,0,0.9895
5,2,0.7555,0,0.2445
5,3,1,0,0
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.005,0.034,0.961
6,3,0.8655,0.062,0.0725
6,4,0.9375,0.0625,0
7,1,0,0.7015,0.2985
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.5865,0.4135
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.981,0.019
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.3335,0.6665
10,2,0,0.995,0.005
10,3,0,1,0
10,4,0,1,0
