y,fzone,punt,kick,gofor
1,1,0.9505,0,0.0495
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.898,0,0.102
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9795,0,0.0205
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.849,0,0.151
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.2645,0,0.7355
5,2,0.9905,0,0.0095
5,3,1,0,0
5,4,1,0,0
6,1,0.0005,0.0135,0.986
6,2,0.404,0.0305,0.5655
6,3,0.9625,0.037,0.0005
6,4,0.963,0.037,0
7,1,0,0.8645,0.1355
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.901,0.099
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9985,0.0015
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.77,0.23
10,2,0,0.9995,0.0005
10,3,0,1,0
10,4,0,1,0
