y,fzone,punt,kick,gofor
1,1,0.02,0,0.98
1,2,0.716,0,0.284
1,3,1,0,0
1,4,1,0,0
2,1,0.011,0,0.989
2,2,0.702,0,0.298
2,3,1,0,0
2,4,1,0,0
3,1,0.0515,0,0.9485
3,2,0.927,0,0.073
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.385,0,0.615
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.7355,0,0.2645
5,4,0.9995,0,0.0005
6,1,0,0.009,0.991
6,2,0,0.0245,0.9755
6,3,0.0075,0.086,0.9065
6,4,0.6665,0.1615,0.172
7,1,0,0.168,0.832
7,2,0,0.964,0.036
7,3,0,1,0
7,4,0,1,0
8,1,0,0.005,0.995
8,2,0,0.7505,0.2495
8,3,0,1,0
8,4,0,1,0
9,1,0,0.3505,0.6495
9,2,0,0.9965,0.0035
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.437,0.563
10,3,0,0.981,0.019
10,4,0,0.9995,0.0005
