y,fzone,punt,kick,gofor
1,1,0.1375,0,0.8625
1,2,0.942,0,0.058
1,3,1,0,0
1,4,1,0,0
2,1,0.1005,0,0.8995
2,2,0.9495,0,0.0505
2,3,1,0,0
2,4,1,0,0
3,1,0.298,0,0.702
3,2,0.993,0,0.007
3,3,1,0,0
3,4,1,0,0
4,1,0.0285,0,0.9715
4,2,0.891,0,0.109
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.071,0,0.929
5,3,0.9915,0,0.0085
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.03,0.97
6,3,0.2375,0.0885,0.674
6,4,0.881,0.1125,0.0065
7,1,0,0.428,0.572
7,2,0,0.9935,0.0065
7,3,0,1,0
7,4,0,1,0
8,1,0,0.1605,0.8395
8,2,0,0.985,0.015
8,3,0,1,0
8,4,0,1,0
9,1,0,0.8155,0.1845
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.035,0.965
10,2,0,0.891,0.109
10,3,0,0.9995,0.0005
10,4,0,1,0
