y,fzone,punt,kick,gofor
1,1,0.995,0,0.005
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.9845,0,0.0155
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.998,0,0.002
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.9705,0,0.0295
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.6415,0,0.3585
5,2,1,0,0
5,3,1,0,0
5,4,1,0,0
6,1,0.0285,0.0145,0.957
6,2,0.85,0.0265,0.1235
6,3,0.9735,0.0265,0
6,4,0.9735,0.0265,0
7,1,0,0.9555,0.0445
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.9915,0.0085
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.9885,0.0115
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
