y,fzone,punt,kick,gofor
1,1,0.005,0,0.995
1,2,0.5735,0,0.4265
1,3,0.9995,0,0.0005
1,4,1,0,0
2,1,0.0035,0,0.9965
2,2,0.535,0,0.465
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0165,0,0.9835
3,2,0.8095,0,0.1905
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.1465,0,0.8535
4,3,0.997,0,0.003
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.453,0,0.547
5,4,0.9965,0,0.0035
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0.001,0.086,0.913
6,4,0.467,0.188,0.345
7,1,0,0.108,0.892
7,2,0,0.9325,0.0675
7,3,0,1,0
7,4,0,1,0
8,1,0,0.001,0.999
8,2,0,0.5235,0.4765
8,3,0,1,0
8,4,0,1,0
9,1,0,0.181,0.819
9,2,0,0.9825,0.0175
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.2315,0.7685
10,3,0,0.953,0.047
10,4,0,0.9965,0.0035
