y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.408,0,0.592
1,3,0.9975,0,0.0025
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.3695,0,0.6305
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0045,0,0.9955
3,2,0.6495,0,0.3505
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.0305,0,0.9695
4,3,0.9835,0,0.0165
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.1925,0,0.8075
5,4,0.985,0,0.015
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.0835,0.9165
6,4,0.2565,0.204,0.5395
7,1,0,0.0515,0.9485
7,2,0,0.878,0.122
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.2335,0.7665
8,3,0,0.998,0.002
8,4,0,1,0
9,1,0,0.06,0.94
9,2,0,0.932,0.068
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0895,0.9105
10,3,0,0.897,0.103
10,4,0,0.9875,0.0125
