y,fzone,punt,kick,gofor
1,1,0.01,0,0.99
1,2,0.6635,0,0.3365
1,3,1,0,0
1,4,1,0,0
2,1,0.007,0,0.993
2,2,0.6345,0,0.3655
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0325,0,0.9675
3,2,0.884,0,0.116
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.262,0,0.738
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.6115,0,0.3885
5,4,0.998,0,0.002
6,1,0,0.0095,0.9905
6,2,0,0.025,0.975
6,3,0.002,0.0865,0.9115
6,4,0.581,0.1735,0.2455
7,1,0,0.148,0.852
7,2,0,0.957,0.043
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0035,0.9965
8,2,0,0.665,0.335
8,3,0,1,0
8,4,0,1,0
9,1,0,0.265,0.735
9,2,0,0.992,0.008
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.3345,0.6655
10,3,0,0.9725,0.0275
10,4,0,0.9985,0.0015
