y,fzone,punt,kick,gofor
1,1,0.5245,0,0.4755
1,2,0.9975,0,0.0025
1,3,1,0,0
1,4,1,0,0
2,1,0.4115,0,0.5885
2,2,0.9955,0,0.0045
2,3,1,0,0
2,4,1,0,0
3,1,0.7095,0,0.2905
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.3005,0,0.6995
4,2,0.993,0,0.007
4,3,1,0,0
4,4,1,0,0
5,1,0.005,0,0.995
5,2,0.6295,0,0.3705
5,3,1,0,0
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.002,0.034,0.964
6,3,0.792,0.068,0.14
6,4,0.9315,0.0685,0
7,1,0,0.6795,0.3205
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.5455,0.4545
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9695,0.0305
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.277,0.723
10,2,0,0.9915,0.0085
10,3,0,1,0
10,4,0,1,0
