y,fzone,punt,kick,gofor
1,1,0.8775,0,0.1225
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.7795,0,0.2205
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9375,0,0.0625
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.703,0,0.297
4,2,0.9995,0,0.0005
4,3,1,0,0
4,4,1,0,0
5,1,0.1045,0,0.8955
5,2,0.966,0,0.034
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0135,0.9865
6,2,0.142,0.034,0.824
6,3,0.946,0.051,0.003
6,4,0.949,0.051,0
7,1,0,0.82,0.18
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.813,0.187
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.995,0.005
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.6155,0.3845
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
