y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.1465,0,0.8535
1,3,0.9585,0,0.0415
1,4,0.996,0,0.004
2,1,0.0015,0,0.9985
2,2,0.1175,0,0.8825
2,3,0.9775,0,0.0225
2,4,0.9985,0,0.0015
3,1,0,0,1
3,2,0.2595,0,0.7405
3,3,0.992,0,0.008
3,4,1,0,0
4,1,0,0,1
4,2,0.0025,0,0.9975
4,3,0.7215,0,0.2785
4,4,0.9985,0,0.0015
5,1,0,0,1
5,2,0.0005,0,0.9995
5,3,0.0135,0,0.9865
5,4,0.781,0,0.219
6,1,0,0.008,0.992
6,2,0,0.0255,0.9745
6,3,0,0.0825,0.9175
6,4,0.0545,0.211,0.7345
7,1,0,0.0125,0.9875
7,2,0,0.6355,0.3645
7,3,0,0.992,0.008
7,4,0,1,0
8,1,0,0,1
8,2,0,0.009,0.991
8,3,0,0.923,0.077
8,4,0,0.997,0.003
9,1,0,0.001,0.999
9,2,0,0.5765,0.4235
9,3,0,0.9805,0.0195
9,4,0,0.998,0.002
10,1,0,0,1
10,2,0,0.0025,0.9975
10,3,0,0.5965,0.4035
10,4,0,0.9475,0.0525
