y,fzone,punt,kick,gofor
1,1,0.0105,0,0.9895
1,2,0.6625,0,0.3375
1,3,1,0,0
1,4,1,0,0
2,1,0.007,0,0.993
2,2,0.6305,0,0.3695
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.034,0,0.966
3,2,0.882,0,0.118
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.2855,0,0.7145
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.6295,0,0.3705
5,4,0.998,0,0.002
6,1,0,0.009,0.991
6,2,0,0.026,0.974
6,3,0.0025,0.088,0.9095
6,4,0.6025,0.1705,0.227
7,1,0,0.167,0.833
7,2,0,0.9615,0.0385
7,3,0,1,0
7,4,0,1,0
8,1,0,0.005,0.995
8,2,0,0.7285,0.2715
8,3,0,1,0
8,4,0,1,0
9,1,0,0.3195,0.6805
9,2,0,0.9935,0.0065
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.3915,0.6085
10,3,0,0.9785,0.0215
10,4,0,0.9995,0.0005
