y,fzone,punt,kick,gofor
1,1,0.014,0,0.986
1,2,0.693,0,0.307
1,3,1,0,0
1,4,1,0,0
2,1,0.0085,0,0.9915
2,2,0.6785,0,0.3215
2,3,1,0,0
2,4,1,0,0
3,1,0.043,0,0.957
3,2,0.9115,0,0.0885
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.3485,0,0.6515
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.6965,0,0.3035
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.0255,0.9745
6,3,0.0055,0.0865,0.908
6,4,0.6415,0.165,0.1935
7,1,0,0.1745,0.8255
7,2,0,0.969,0.031
7,3,0,1,0
7,4,0,1,0
8,1,0,0.005,0.995
8,2,0,0.766,0.234
8,3,0,1,0
8,4,0,1,0
9,1,0,0.3585,0.6415
9,2,0,0.996,0.004
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.4415,0.5585
10,3,0,0.981,0.019
10,4,0,0.9995,0.0005
