y,fzone,punt,kick,gofor
1,1,0.0055,0,0.9945
1,2,0.5965,0,0.4035
1,3,0.9995,0,0.0005
1,4,1,0,0
2,1,0.004,0,0.996
2,2,0.5605,0,0.4395
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.018,0,0.982
3,2,0.8235,0,0.1765
3,3,1,0,0
3,4,1,0,0
4,1,0,0,1
4,2,0.1625,0,0.8375
4,3,0.9975,0,0.0025
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.475,0,0.525
5,4,0.9965,0,0.0035
6,1,0,0.0085,0.9915
6,2,0,0.0255,0.9745
6,3,0.001,0.087,0.912
6,4,0.48,0.1875,0.3325
7,1,0,0.119,0.881
7,2,0,0.9395,0.0605
7,3,0,1,0
7,4,0,1,0
8,1,0,0.001,0.999
8,2,0,0.5545,0.4455
8,3,0,1,0
8,4,0,1,0
9,1,0,0.1925,0.8075
9,2,0,0.985,0.015
9,3,0,1,0
9,4,0,1,0
10,1,0,0,1
10,2,0,0.2445,0.7555
10,3,0,0.9555,0.0445
10,4,0,0.997,0.003
