y,fzone,punt,kick,gofor
1,1,0.0235,0,0.9765
1,2,0.7205,0,0.2795
1,3,1,0,0
1,4,1,0,0
2,1,0.0125,0,0.9875
2,2,0.701,0,0.299
2,3,1,0,0
2,4,1,0,0
3,1,0.0545,0,0.9455
3,2,0.9255,0,0.0745
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.3965,0,0.6035
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.752,0,0.248
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.0265,0.9735
6,3,0.01,0.0895,0.9005
6,4,0.68,0.1615,0.1585
7,1,0,0.217,0.783
7,2,0,0.973,0.027
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0125,0.9875
8,2,0,0.826,0.174
8,3,0,1,0
8,4,0,1,0
9,1,0,0.414,0.586
9,2,0,0.9975,0.0025
9,3,0,1,0
9,4,0,1,0
10,1,0,0.001,0.999
10,2,0,0.507,0.493
10,3,0,0.985,0.015
10,4,0,0.9995,0.0005
