y,fzone,punt,kick,gofor
1,1,0.815,0,0.185
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.7015,0,0.2985
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.8965,0,0.1035
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.618,0,0.382
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.062,0,0.938
5,2,0.936,0,0.064
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.084,0.0345,0.8815
6,3,0.941,0.0525,0.0065
6,4,0.9475,0.0525,0
7,1,0,0.7915,0.2085
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.772,0.228
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.994,0.006
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.551,0.449
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
