y,fzone,punt,kick,gofor
1,1,0.2555,0,0.7445
1,2,0.9765,0,0.0235
1,3,1,0,0
1,4,1,0,0
2,1,0.18,0,0.82
2,2,0.973,0,0.027
2,3,1,0,0
2,4,1,0,0
3,1,0.4225,0,0.5775
3,2,0.9955,0,0.0045
3,3,1,0,0
3,4,1,0,0
4,1,0.074,0,0.926
4,2,0.951,0,0.049
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.2085,0,0.7915
5,3,0.998,0,0.002
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.0295,0.9705
6,3,0.4545,0.0815,0.464
6,4,0.9045,0.093,0.0025
7,1,0,0.4765,0.5235
7,2,0,0.9965,0.0035
7,3,0,1,0
7,4,0,1,0
8,1,0,0.234,0.766
8,2,0,0.9925,0.0075
8,3,0,1,0
8,4,0,1,0
9,1,0,0.879,0.121
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.069,0.931
10,2,0,0.939,0.061
10,3,0,0.9995,0.0005
10,4,0,1,0
