y,fzone,punt,kick,gofor
1,1,0.004,0,0.996
1,2,0.181,0,0.819
1,3,0.969,0,0.031
1,4,0.996,0,0.004
2,1,0.002,0,0.998
2,2,0.152,0,0.848
2,3,0.988,0,0.012
2,4,0.9995,0,0.0005
3,1,0.0005,0,0.9995
3,2,0.316,0,0.684
3,3,0.9965,0,0.0035
3,4,1,0,0
4,1,0,0,1
4,2,0.0025,0,0.9975
4,3,0.797,0,0.203
4,4,0.9995,0,0.0005
5,1,0,0,1
5,2,0.0005,0,0.9995
5,3,0.0205,0,0.9795
5,4,0.8285,0,0.1715
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.081,0.919
6,4,0.071,0.213,0.716
7,1,0,0.0135,0.9865
7,2,0,0.675,0.325
7,3,0,0.9985,0.0015
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0125,0.9875
8,3,0,0.948,0.052
8,4,0,0.9995,0.0005
9,1,0,0.002,0.998
9,2,0,0.644,0.356
9,3,0,0.9875,0.0125
9,4,0,0.9995,0.0005
10,1,0,0,1
10,2,0,0.004,0.996
10,3,0,0.6485,0.3515
10,4,0,0.956,0.044
