y,fzone,punt,kick,gofor
1,1,0.9805,0,0.0195
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.955,0,0.045
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,0.9925,0,0.0075
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.9215,0,0.0785
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0.436,0,0.564
5,2,0.998,0,0.002
5,3,1,0,0
5,4,1,0,0
6,1,0.004,0.0135,0.9825
6,2,0.6425,0.0295,0.328
6,3,0.9695,0.0305,0
6,4,0.9695,0.0305,0
7,1,0,0.8885,0.1115
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.932,0.068
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9995,0.0005
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.858,0.142
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
