y,fzone,punt,kick,gofor
1,1,0.02,0,0.98
1,2,0.716,0,0.284
1,3,1,0,0
1,4,1,0,0
2,1,0.011,0,0.989
2,2,0.6905,0,0.3095
2,3,1,0,0
2,4,1,0,0
3,1,0.048,0,0.952
3,2,0.9165,0,0.0835
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.3545,0,0.6455
4,3,0.999,0,0.001
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.702,0,0.298
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.0255,0.9745
6,3,0.0055,0.0875,0.907
6,4,0.6445,0.165,0.1905
7,1,0,0.178,0.822
7,2,0,0.966,0.034
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0055,0.9945
8,2,0,0.7475,0.2525
8,3,0,1,0
8,4,0,1,0
9,1,0,0.342,0.658
9,2,0,0.996,0.004
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.4105,0.5895
10,3,0,0.9795,0.0205
10,4,0,0.9995,0.0005
